date,transaction_id,stockcode,product,customer_id,price,quantity,category,brand,size,flavor,promo_flag,cost
2024-08-11,TXN000324,SKU032,Coffee 05,CUST0033,10.67,3,Coffee,B3,S,F1,False,6.4
2024-08-11,TXN000324,SKU013,Household 02,CUST0033,5.73,3,Household,B2,M,F2,False,3.44
2024-08-11,TXN000324,SKU006,Personal Care 01,CUST0033,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-08-11,TXN000372,SKU000,Coffee 01,CUST0036,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-11,TXN000372,SKU004,Dairy 01,CUST0036,3.85,1,Dairy,B2,M,F1,False,2.31
2024-08-11,TXN000372,SKU003,Bakery 01,CUST0036,7.92,1,Bakery,B1,S,F4,False,4.75
2024-08-11,TXN000372,SKU002,Beverages 01,CUST0036,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-11,TXN000372,SKU001,Snacks 01,CUST0036,8.26,3,Snacks,B2,L,F2,False,4.96
2024-08-11,TXN000372,SKU048,Coffee 07,CUST0036,9.69,3,Coffee,B1,M,F1,False,5.81
2024-08-11,TXN000782,SKU000,Coffee 01,CUST0078,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-11,TXN000782,SKU006,Personal Care 01,CUST0078,6.63,1,Personal Care,B1,S,F3,False,3.98
2024-08-11,TXN000782,SKU009,Snacks 02,CUST0078,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-11,TXN000782,SKU030,Personal Care 04,CUST0078,10.58,2,Personal Care,B1,M,F3,False,6.35
2024-08-11,TXN000881,SKU001,Snacks 01,CUST0087,8.26,1,Snacks,B2,L,F2,False,4.96
2024-08-11,TXN000881,SKU014,Personal Care 02,CUST0087,7.0,3,Personal Care,B3,M,F3,False,4.2
2024-08-11,TXN000881,SKU003,Bakery 01,CUST0087,7.92,1,Bakery,B1,S,F4,False,4.75
2024-08-11,TXN000881,SKU008,Coffee 02,CUST0087,13.87,2,Coffee,B3,M,F1,False,8.32
2024-08-11,TXN000881,SKU059,Bakery 08,CUST0087,12.61,2,Bakery,B3,M,F4,False,7.57
2024-08-11,TXN000922,SKU000,Coffee 01,CUST0093,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-11,TXN000922,SKU021,Household 03,CUST0093,5.84,3,Household,B1,S,F2,False,3.5
2024-08-11,TXN000922,SKU037,Household 05,CUST0093,3.63,3,Household,B2,S,F2,False,2.18
2024-08-11,TXN001042,SKU006,Personal Care 01,CUST0105,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-08-11,TXN001042,SKU031,Pet 04,CUST0105,7.29,3,Pet,B2,S,F4,False,4.37
2024-08-11,TXN001042,SKU002,Beverages 01,CUST0105,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-11,TXN001107,SKU002,Beverages 01,CUST0114,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-11,TXN001107,SKU001,Snacks 01,CUST0114,8.26,3,Snacks,B2,L,F2,False,4.96
2024-08-11,TXN001107,SKU000,Coffee 01,CUST0114,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-11,TXN001107,SKU040,Coffee 06,CUST0114,2.41,3,Coffee,B2,S,F1,False,1.45
2024-08-12,TXN000436,SKU011,Bakery 02,CUST0043,10.55,3,Bakery,B3,S,F4,False,6.33
2024-08-12,TXN000436,SKU020,Dairy 03,CUST0043,17.08,3,Dairy,B3,S,F1,False,10.25
2024-08-12,TXN000436,SKU016,Coffee 03,CUST0043,10.8,1,Coffee,B2,L,F1,False,6.48
2024-08-12,TXN001053,SKU018,Beverages 03,CUST0108,6.03,2,Beverages,B1,M,F3,False,3.62
2024-08-12,TXN001053,SKU033,Snacks 05,CUST0108,6.13,3,Snacks,B1,S,F2,False,3.68
2024-08-12,TXN001053,SKU041,Snacks 06,CUST0108,6.25,1,Snacks,B3,L,F2,False,3.75
2024-08-12,TXN001053,SKU004,Dairy 01,CUST0108,3.85,3,Dairy,B2,M,F1,False,2.31
2024-08-12,TXN001053,SKU002,Beverages 01,CUST0108,5.73,1,Beverages,B3,M,F3,False,3.44
2024-08-13,TXN000485,SKU000,Coffee 01,CUST0048,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-13,TXN000485,SKU004,Dairy 01,CUST0048,3.85,1,Dairy,B2,M,F1,False,2.31
2024-08-13,TXN000485,SKU003,Bakery 01,CUST0048,7.92,3,Bakery,B1,S,F4,False,4.75
2024-08-13,TXN000572,SKU010,Beverages 02,CUST0057,4.77,1,Beverages,B2,M,F3,False,2.86
2024-08-13,TXN000572,SKU025,Snacks 04,CUST0057,6.63,3,Snacks,B2,M,F2,False,3.98
2024-08-13,TXN000572,SKU008,Coffee 02,CUST0057,13.87,3,Coffee,B3,M,F1,False,8.32
2024-08-13,TXN000572,SKU009,Snacks 02,CUST0057,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-13,TXN000572,SKU002,Beverages 01,CUST0057,5.73,1,Beverages,B3,M,F3,False,3.44
2024-08-13,TXN000572,SKU031,Pet 04,CUST0057,7.29,3,Pet,B2,S,F4,False,4.37
2024-08-14,TXN000135,SKU002,Beverages 01,CUST0012,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-14,TXN000135,SKU004,Dairy 01,CUST0012,3.85,3,Dairy,B2,M,F1,False,2.31
2024-08-14,TXN000135,SKU003,Bakery 01,CUST0012,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-14,TXN000135,SKU000,Coffee 01,CUST0012,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-14,TXN000135,SKU012,Dairy 02,CUST0012,2.47,3,Dairy,B1,S,F1,False,1.48
2024-08-14,TXN000331,SKU007,Pet 01,CUST0033,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-14,TXN000331,SKU015,Pet 02,CUST0033,14.75,2,Pet,B1,M,F4,False,8.85
2024-08-14,TXN000331,SKU021,Household 03,CUST0033,5.84,3,Household,B1,S,F2,False,3.5
2024-08-14,TXN000331,SKU000,Coffee 01,CUST0033,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-14,TXN000430,SKU035,Bakery 05,CUST0042,7.37,3,Bakery,B3,S,F4,False,4.42
2024-08-14,TXN000430,SKU049,Snacks 07,CUST0042,6.71,1,Snacks,B2,L,F2,False,4.03
2024-08-14,TXN000430,SKU003,Bakery 01,CUST0042,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-14,TXN000430,SKU001,Snacks 01,CUST0042,8.26,3,Snacks,B2,L,F2,False,4.96
2024-08-14,TXN000430,SKU000,Coffee 01,CUST0042,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-14,TXN000430,SKU005,Household 01,CUST0042,5.37,1,Household,B3,L,F2,False,3.22
2024-08-14,TXN000945,SKU019,Bakery 03,CUST0094,6.44,2,Bakery,B2,L,F4,False,3.86
2024-08-14,TXN000945,SKU005,Household 01,CUST0094,5.37,2,Household,B3,L,F2,False,3.22
2024-08-14,TXN000945,SKU000,Coffee 01,CUST0094,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-14,TXN000997,SKU011,Bakery 02,CUST0101,10.55,2,Bakery,B3,S,F4,False,6.33
2024-08-14,TXN000997,SKU000,Coffee 01,CUST0101,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-14,TXN001127,SKU001,Snacks 01,CUST0115,8.26,3,Snacks,B2,L,F2,False,4.96
2024-08-14,TXN001127,SKU000,Coffee 01,CUST0115,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-15,TXN000036,SKU002,Beverages 01,CUST0003,5.73,1,Beverages,B3,M,F3,False,3.44
2024-08-15,TXN000036,SKU006,Personal Care 01,CUST0003,6.63,1,Personal Care,B1,S,F3,False,3.98
2024-08-15,TXN000036,SKU030,Personal Care 04,CUST0003,10.58,1,Personal Care,B1,M,F3,False,6.35
2024-08-15,TXN000036,SKU011,Bakery 02,CUST0003,10.55,3,Bakery,B3,S,F4,False,6.33
2024-08-15,TXN000036,SKU024,Coffee 04,CUST0003,6.91,1,Coffee,B1,S,F1,False,4.15
2024-08-15,TXN000036,SKU010,Beverages 02,CUST0003,4.77,1,Beverages,B2,M,F3,False,2.86
2024-08-15,TXN000236,SKU000,Coffee 01,CUST0022,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-15,TXN000236,SKU017,Snacks 03,CUST0022,6.17,3,Snacks,B3,M,F2,False,3.7
2024-08-15,TXN000236,SKU030,Personal Care 04,CUST0022,10.58,2,Personal Care,B1,M,F3,False,6.35
2024-08-15,TXN000236,SKU004,Dairy 01,CUST0022,3.85,2,Dairy,B2,M,F1,False,2.31
2024-08-15,TXN000966,SKU000,Coffee 01,CUST0096,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-15,TXN000966,SKU003,Bakery 01,CUST0096,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-15,TXN000966,SKU017,Snacks 03,CUST0096,6.17,2,Snacks,B3,M,F2,False,3.7
2024-08-15,TXN000966,SKU007,Pet 01,CUST0096,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-15,TXN000966,SKU012,Dairy 02,CUST0096,2.47,1,Dairy,B1,S,F1,False,1.48
2024-08-15,TXN000996,SKU003,Bakery 01,CUST0100,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-15,TXN000996,SKU006,Personal Care 01,CUST0100,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-08-15,TXN000996,SKU000,Coffee 01,CUST0100,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-15,TXN000996,SKU001,Snacks 01,CUST0100,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-15,TXN000996,SKU056,Coffee 08,CUST0100,4.14,3,Coffee,B3,L,F1,False,2.48
2024-08-16,TXN000035,SKU002,Beverages 01,CUST0003,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-16,TXN000035,SKU013,Household 02,CUST0003,5.73,3,Household,B2,M,F2,False,3.44
2024-08-16,TXN000035,SKU001,Snacks 01,CUST0003,8.26,3,Snacks,B2,L,F2,False,4.96
2024-08-16,TXN000312,SKU006,Personal Care 01,CUST0030,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-08-16,TXN000312,SKU014,Personal Care 02,CUST0030,7.0,3,Personal Care,B3,M,F3,False,4.2
2024-08-16,TXN000312,SKU018,Beverages 03,CUST0030,6.03,1,Beverages,B1,M,F3,False,3.62
2024-08-16,TXN000312,SKU027,Bakery 04,CUST0030,7.34,1,Bakery,B1,L,F4,False,4.4
2024-08-16,TXN000312,SKU009,Snacks 02,CUST0030,3.57,3,Snacks,B1,M,F2,False,2.14
2024-08-16,TXN000312,SKU031,Pet 04,CUST0030,7.29,2,Pet,B2,S,F4,False,4.37
2024-08-16,TXN000441,SKU000,Coffee 01,CUST0043,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN000441,SKU002,Beverages 01,CUST0043,5.73,2,Beverages,B3,M,F3,False,3.44
2024-08-16,TXN000441,SKU049,Snacks 07,CUST0043,6.71,3,Snacks,B2,L,F2,False,4.03
2024-08-16,TXN000441,SKU009,Snacks 02,CUST0043,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-16,TXN000442,SKU000,Coffee 01,CUST0044,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN000442,SKU003,Bakery 01,CUST0044,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-16,TXN000442,SKU035,Bakery 05,CUST0044,7.37,1,Bakery,B3,S,F4,False,4.42
2024-08-16,TXN000442,SKU001,Snacks 01,CUST0044,8.26,1,Snacks,B2,L,F2,False,4.96
2024-08-16,TXN000442,SKU007,Pet 01,CUST0044,12.11,1,Pet,B2,L,F4,False,7.27
2024-08-16,TXN000442,SKU013,Household 02,CUST0044,5.73,2,Household,B2,M,F2,False,3.44
2024-08-16,TXN000471,SKU000,Coffee 01,CUST0046,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN000471,SKU005,Household 01,CUST0046,5.37,1,Household,B3,L,F2,False,3.22
2024-08-16,TXN000471,SKU003,Bakery 01,CUST0046,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-16,TXN000573,SKU001,Snacks 01,CUST0057,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-16,TXN000573,SKU004,Dairy 01,CUST0057,3.85,3,Dairy,B2,M,F1,False,2.31
2024-08-16,TXN000573,SKU014,Personal Care 02,CUST0057,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-08-16,TXN000573,SKU005,Household 01,CUST0057,5.37,2,Household,B3,L,F2,False,3.22
2024-08-16,TXN000573,SKU036,Dairy 05,CUST0057,10.18,1,Dairy,B1,M,F1,False,6.11
2024-08-16,TXN000573,SKU023,Pet 03,CUST0057,8.97,3,Pet,B3,S,F4,False,5.38
2024-08-16,TXN000601,SKU007,Pet 01,CUST0060,12.11,2,Pet,B2,L,F4,False,7.27
2024-08-16,TXN000601,SKU000,Coffee 01,CUST0060,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN000756,SKU032,Coffee 05,CUST0076,10.67,3,Coffee,B3,S,F1,False,6.4
2024-08-16,TXN000756,SKU003,Bakery 01,CUST0076,7.92,1,Bakery,B1,S,F4,False,4.75
2024-08-16,TXN000756,SKU009,Snacks 02,CUST0076,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-16,TXN000756,SKU057,Snacks 08,CUST0076,8.52,3,Snacks,B1,M,F2,False,5.11
2024-08-16,TXN000756,SKU007,Pet 01,CUST0076,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-16,TXN000756,SKU000,Coffee 01,CUST0076,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN000826,SKU002,Beverages 01,CUST0083,5.73,1,Beverages,B3,M,F3,False,3.44
2024-08-16,TXN000826,SKU009,Snacks 02,CUST0083,3.57,2,Snacks,B1,M,F2,False,2.14
2024-08-16,TXN000826,SKU017,Snacks 03,CUST0083,6.17,2,Snacks,B3,M,F2,False,3.7
2024-08-16,TXN000826,SKU011,Bakery 02,CUST0083,10.55,1,Bakery,B3,S,F4,False,6.33
2024-08-16,TXN000826,SKU007,Pet 01,CUST0083,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-16,TXN001000,SKU018,Beverages 03,CUST0102,6.03,1,Beverages,B1,M,F3,False,3.62
2024-08-16,TXN001000,SKU033,Snacks 05,CUST0102,6.13,1,Snacks,B1,S,F2,False,3.68
2024-08-16,TXN001000,SKU041,Snacks 06,CUST0102,6.25,3,Snacks,B3,L,F2,False,3.75
2024-08-16,TXN001000,SKU002,Beverages 01,CUST0102,5.73,2,Beverages,B3,M,F3,False,3.44
2024-08-16,TXN001118,SKU006,Personal Care 01,CUST0114,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-08-16,TXN001118,SKU000,Coffee 01,CUST0114,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-16,TXN001118,SKU014,Personal Care 02,CUST0114,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-08-16,TXN001118,SKU003,Bakery 01,CUST0114,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-16,TXN001118,SKU047,Pet 06,CUST0114,8.27,3,Pet,B3,M,F4,False,4.96
2024-08-16,TXN001118,SKU005,Household 01,CUST0114,5.37,1,Household,B3,L,F2,False,3.22
2024-08-17,TXN000023,SKU000,Coffee 01,CUST0001,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-17,TXN000023,SKU001,Snacks 01,CUST0001,8.26,1,Snacks,B2,L,F2,False,4.96
2024-08-17,TXN000023,SKU013,Household 02,CUST0001,5.73,3,Household,B2,M,F2,False,3.44
2024-08-17,TXN000023,SKU005,Household 01,CUST0001,5.37,3,Household,B3,L,F2,False,3.22
2024-08-17,TXN000023,SKU014,Personal Care 02,CUST0001,7.0,1,Personal Care,B3,M,F3,False,4.2
2024-08-17,TXN000023,SKU008,Coffee 02,CUST0001,13.87,3,Coffee,B3,M,F1,False,8.32
2024-08-17,TXN000065,SKU004,Dairy 01,CUST0006,3.85,3,Dairy,B2,M,F1,False,2.31
2024-08-17,TXN000065,SKU000,Coffee 01,CUST0006,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-17,TXN000065,SKU040,Coffee 06,CUST0006,2.41,2,Coffee,B2,S,F1,False,1.45
2024-08-17,TXN000065,SKU001,Snacks 01,CUST0006,8.26,1,Snacks,B2,L,F2,False,4.96
2024-08-17,TXN000065,SKU005,Household 01,CUST0006,5.37,1,Household,B3,L,F2,False,3.22
2024-08-17,TXN000065,SKU008,Coffee 02,CUST0006,13.87,1,Coffee,B3,M,F1,False,8.32
2024-08-17,TXN000147,SKU005,Household 01,CUST0012,5.37,3,Household,B3,L,F2,False,3.22
2024-08-17,TXN000147,SKU013,Household 02,CUST0012,5.73,3,Household,B2,M,F2,False,3.44
2024-08-17,TXN000365,SKU053,Household 07,CUST0036,2.93,3,Household,B3,M,F2,True,1.76
2024-08-17,TXN000365,SKU004,Dairy 01,CUST0036,3.85,1,Dairy,B2,M,F1,False,2.31
2024-08-17,TXN000365,SKU011,Bakery 02,CUST0036,10.55,1,Bakery,B3,S,F4,False,6.33
2024-08-17,TXN000365,SKU042,Beverages 06,CUST0036,4.5,3,Beverages,B1,M,F3,False,2.7
2024-08-18,TXN000037,SKU000,Coffee 01,CUST0003,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-18,TXN000037,SKU009,Snacks 02,CUST0003,3.57,3,Snacks,B1,M,F2,False,2.14
2024-08-18,TXN000037,SKU016,Coffee 03,CUST0003,10.8,1,Coffee,B2,L,F1,False,6.48
2024-08-18,TXN000037,SKU045,Household 06,CUST0003,4.68,3,Household,B1,M,F2,False,2.81
2024-08-18,TXN000054,SKU000,Coffee 01,CUST0004,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-18,TXN000054,SKU005,Household 01,CUST0004,5.37,3,Household,B3,L,F2,False,3.22
2024-08-18,TXN000054,SKU003,Bakery 01,CUST0004,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-18,TXN000339,SKU002,Beverages 01,CUST0033,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-18,TXN000339,SKU009,Snacks 02,CUST0033,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-18,TXN000339,SKU017,Snacks 03,CUST0033,6.17,3,Snacks,B3,M,F2,False,3.7
2024-08-18,TXN000353,SKU002,Beverages 01,CUST0034,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-18,TXN000353,SKU000,Coffee 01,CUST0034,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-18,TXN000353,SKU001,Snacks 01,CUST0034,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-18,TXN000353,SKU056,Coffee 08,CUST0034,4.14,1,Coffee,B3,L,F1,False,2.48
2024-08-18,TXN000353,SKU025,Snacks 04,CUST0034,6.63,3,Snacks,B2,M,F2,False,3.98
2024-08-18,TXN000458,SKU000,Coffee 01,CUST0045,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-18,TXN000458,SKU013,Household 02,CUST0045,5.73,2,Household,B2,M,F2,False,3.44
2024-08-18,TXN000740,SKU006,Personal Care 01,CUST0075,6.63,2,Personal Care,B1,S,F3,False,3.98
2024-08-18,TXN000740,SKU014,Personal Care 02,CUST0075,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-08-18,TXN000740,SKU002,Beverages 01,CUST0075,5.73,2,Beverages,B3,M,F3,False,3.44
2024-08-18,TXN000740,SKU032,Coffee 05,CUST0075,10.67,1,Coffee,B3,S,F1,False,6.4
2024-08-18,TXN000740,SKU000,Coffee 01,CUST0075,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-18,TXN001099,SKU012,Dairy 02,CUST0112,2.47,2,Dairy,B1,S,F1,False,1.48
2024-08-18,TXN001099,SKU006,Personal Care 01,CUST0112,6.63,1,Personal Care,B1,S,F3,False,3.98
2024-08-18,TXN001099,SKU000,Coffee 01,CUST0112,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000494,SKU004,Dairy 01,CUST0048,3.85,2,Dairy,B2,M,F1,False,2.31
2024-08-19,TXN000494,SKU008,Coffee 02,CUST0048,13.87,1,Coffee,B3,M,F1,False,8.32
2024-08-19,TXN000494,SKU000,Coffee 01,CUST0048,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000494,SKU040,Coffee 06,CUST0048,2.41,3,Coffee,B2,S,F1,False,1.45
2024-08-19,TXN000499,SKU007,Pet 01,CUST0049,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-19,TXN000499,SKU015,Pet 02,CUST0049,14.75,1,Pet,B1,M,F4,False,8.85
2024-08-19,TXN000499,SKU021,Household 03,CUST0049,5.84,2,Household,B1,S,F2,False,3.5
2024-08-19,TXN000499,SKU002,Beverages 01,CUST0049,5.73,1,Beverages,B3,M,F3,False,3.44
2024-08-19,TXN000636,SKU000,Coffee 01,CUST0063,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000636,SKU002,Beverages 01,CUST0063,5.73,2,Beverages,B3,M,F3,False,3.44
2024-08-19,TXN000770,SKU018,Beverages 03,CUST0078,6.03,3,Beverages,B1,M,F3,False,3.62
2024-08-19,TXN000770,SKU000,Coffee 01,CUST0078,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000770,SKU004,Dairy 01,CUST0078,3.85,1,Dairy,B2,M,F1,False,2.31
2024-08-19,TXN000927,SKU000,Coffee 01,CUST0093,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000927,SKU001,Snacks 01,CUST0093,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-19,TXN000970,SKU028,Dairy 04,CUST0098,5.79,2,Dairy,B2,M,F1,False,3.47
2024-08-19,TXN000970,SKU003,Bakery 01,CUST0098,7.92,1,Bakery,B1,S,F4,False,4.75
2024-08-19,TXN000970,SKU005,Household 01,CUST0098,5.37,1,Household,B3,L,F2,False,3.22
2024-08-19,TXN000970,SKU007,Pet 01,CUST0098,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-19,TXN000998,SKU013,Household 02,CUST0101,5.73,2,Household,B2,M,F2,False,3.44
2024-08-19,TXN000998,SKU000,Coffee 01,CUST0101,5.1,3,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN000998,SKU016,Coffee 03,CUST0101,10.8,1,Coffee,B2,L,F1,False,6.48
2024-08-19,TXN000998,SKU045,Household 06,CUST0101,4.68,3,Household,B1,M,F2,False,2.81
2024-08-19,TXN000998,SKU009,Snacks 02,CUST0101,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-19,TXN000998,SKU002,Beverages 01,CUST0101,5.73,2,Beverages,B3,M,F3,False,3.44
2024-08-19,TXN001027,SKU011,Bakery 02,CUST0105,10.55,1,Bakery,B3,S,F4,False,6.33
2024-08-19,TXN001027,SKU006,Personal Care 01,CUST0105,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-08-19,TXN001027,SKU034,Beverages 05,CUST0105,13.18,2,Beverages,B2,M,F3,False,7.91
2024-08-19,TXN001027,SKU000,Coffee 01,CUST0105,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN001040,SKU011,Bakery 02,CUST0105,10.55,2,Bakery,B3,S,F4,False,6.33
2024-08-19,TXN001040,SKU000,Coffee 01,CUST0105,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-19,TXN001040,SKU009,Snacks 02,CUST0105,3.57,3,Snacks,B1,M,F2,False,2.14
2024-08-19,TXN001121,SKU018,Beverages 03,CUST0114,6.03,1,Beverages,B1,M,F3,False,3.62
2024-08-19,TXN001121,SKU022,Personal Care 03,CUST0114,6.25,3,Personal Care,B2,M,F3,False,3.75
2024-08-19,TXN001121,SKU014,Personal Care 02,CUST0114,7.0,2,Personal Care,B3,M,F3,False,4.2
2024-08-19,TXN001121,SKU001,Snacks 01,CUST0114,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-19,TXN001121,SKU002,Beverages 01,CUST0114,5.73,3,Beverages,B3,M,F3,False,3.44
2024-08-20,TXN000268,SKU004,Dairy 01,CUST0026,3.85,1,Dairy,B2,M,F1,False,2.31
2024-08-20,TXN000268,SKU000,Coffee 01,CUST0026,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-20,TXN000268,SKU059,Bakery 08,CUST0026,12.61,3,Bakery,B3,M,F4,False,7.57
2024-08-20,TXN000268,SKU033,Snacks 05,CUST0026,6.13,3,Snacks,B1,S,F2,False,3.68
2024-08-20,TXN000269,SKU000,Coffee 01,CUST0026,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-20,TXN000269,SKU004,Dairy 01,CUST0026,3.85,2,Dairy,B2,M,F1,False,2.31
2024-08-20,TXN000269,SKU003,Bakery 01,CUST0026,7.92,3,Bakery,B1,S,F4,False,4.75
2024-08-20,TXN000269,SKU044,Dairy 06,CUST0026,25.4,2,Dairy,B3,M,F1,False,15.24
2024-08-20,TXN000269,SKU048,Coffee 07,CUST0026,9.69,3,Coffee,B1,M,F1,False,5.81
2024-08-20,TXN000269,SKU001,Snacks 01,CUST0026,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-20,TXN000813,SKU006,Personal Care 01,CUST0081,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-08-20,TXN000813,SKU036,Dairy 05,CUST0081,10.18,3,Dairy,B1,M,F1,False,6.11
2024-08-20,TXN000897,SKU003,Bakery 01,CUST0090,7.92,2,Bakery,B1,S,F4,False,4.75
2024-08-20,TXN000897,SKU000,Coffee 01,CUST0090,5.1,2,Coffee,B1,M,F1,False,3.06
2024-08-20,TXN000897,SKU005,Household 01,CUST0090,5.37,3,Household,B3,L,F2,False,3.22
2024-08-20,TXN000897,SKU004,Dairy 01,CUST0090,3.85,2,Dairy,B2,M,F1,False,2.31
2024-08-20,TXN001013,SKU006,Personal Care 01,CUST0102,6.63,3,Personal Care,B1,S,F3,False,3.98
2024-08-20,TXN001013,SKU014,Personal Care 02,CUST0102,7.0,3,Personal Care,B3,M,F3,False,4.2
2024-08-20,TXN001013,SKU016,Coffee 03,CUST0102,10.8,3,Coffee,B2,L,F1,False,6.48
2024-08-20,TXN001013,SKU007,Pet 01,CUST0102,12.11,3,Pet,B2,L,F4,False,7.27
2024-08-20,TXN001013,SKU003,Bakery 01,CUST0102,7.92,1,Bakery,B1,S,F4,False,4.75
2024-08-20,TXN001148,SKU010,Beverages 02,CUST0117,4.77,2,Beverages,B2,M,F3,False,2.86
2024-08-20,TXN001148,SKU025,Snacks 04,CUST0117,6.63,2,Snacks,B2,M,F2,False,3.98
2024-08-20,TXN001148,SKU000,Coffee 01,CUST0117,5.1,1,Coffee,B1,M,F1,False,3.06
2024-08-20,TXN001148,SKU012,Dairy 02,CUST0117,2.47,2,Dairy,B1,S,F1,False,1.48
2024-08-20,TXN001148,SKU009,Snacks 02,CUST0117,3.57,1,Snacks,B1,M,F2,False,2.14
2024-08-21,TXN000760,SKU017,Snacks 03,CUST0078,6.17,3,Snacks,B3,M,F2,False,3.7
2024-08-21,TXN000760,SKU011,Bakery 02,CUST0078,10.55,1,Bakery,B3,S,F4,False,6.33
2024-08-21,TXN000908,SKU008,Coffee 02,CUST0090,13.87,3,Coffee,B3,M,F1,False,8.32
2024-08-21,TXN000908,SKU012,Dairy 02,CUST0090,2.47,2,Dairy,B1,S,F1,False,1.48
2024-08-21,TXN000908,SKU001,Snacks 01,CUST0090,8.26,2,Snacks,B2,L,F2,False,4.96
2024-08-21,TXN000908,SKU013,Household 02,CUST0090,5.73,2,Household,B2,M,F2,False,3.44
